Platform,Category,Title,Price
Moyo,Спортивні товари,Товар 11 (Спортивні товари),10160.5
Moyo,Спортивні товари,Товар 12 (Спортивні товари),6441.89
Moyo,Спортивні товари,Товар 13 (Спортивні товари),2875.34
Moyo,Спортивні товари,Товар 14 (Спортивні товари),5248.67
Moyo,Спортивні товари,Товар 15 (Спортивні товари),13080.88
Moyo,Спортивні товари,Товар 16 (Спортивні товари),9170.02
Moyo,Спортивні товари,Товар 17 (Спортивні товари),10836.79
Moyo,Спортивні товари,Товар 18 (Спортивні товари),16069.45
Moyo,Спортивні товари,Товар 19 (Спортивні товари),3161.22
Moyo,Спортивні товари,Товар 20 (Спортивні товари),11006.98
Moyo,Спортивні товари,Товар 21 (Спортивні товари),8210.29
Moyo,Спортивні товари,Товар 22 (Спортивні товари),6502.8
Moyo,Спортивні товари,Товар 23 (Спортивні товари),5238.45
Moyo,Спортивні товари,Товар 24 (Спортивні товари),2254.5
Moyo,Спортивні товари,Товар 25 (Спортивні товари),5343.93
Moyo,Спортивні товари,Товар 26 (Спортивні товари),7124.62
Moyo,Спортивні товари,Товар 27 (Спортивні товари),1928.25
Moyo,Спортивні товари,Товар 28 (Спортивні товари),5479.4
Moyo,Спортивні товари,Товар 29 (Спортивні товари),2592.19
Moyo,Спортивні товари,Товар 30 (Спортивні товари),9686.27
Moyo,Спортивні товари,Товар 31 (Спортивні товари),8821.88
Moyo,Спортивні товари,Товар 32 (Спортивні товари),15368.36
Moyo,Спортивні товари,Товар 33 (Спортивні товари),9201.39
Moyo,Спортивні товари,Товар 34 (Спортивні товари),11251.35
Moyo,Спортивні товари,Товар 35 (Спортивні товари),6779.56
Moyo,Спортивні товари,Товар 36 (Спортивні товари),10211.68
Moyo,Спортивні товари,Товар 37 (Спортивні товари),11252.75
Moyo,Спортивні товари,Товар 38 (Спортивні товари),2753.22
Moyo,Спортивні товари,Товар 39 (Спортивні товари),13328.67
Moyo,Спортивні товари,Товар 40 (Спортивні товари),4653.99
Moyo,Спортивні товари,Товар 41 (Спортивні товари),6827.9
Moyo,Спортивні товари,Товар 42 (Спортивні товари),10064.68
Moyo,Спортивні товари,Товар 43 (Спортивні товари),15434.98
Moyo,Спортивні товари,Товар 44 (Спортивні товари),9638.6
Moyo,Спортивні товари,Товар 45 (Спортивні товари),16441.61
Moyo,Спортивні товари,Товар 46 (Спортивні товари),8262.2
Moyo,Спортивні товари,Товар 47 (Спортивні товари),6879.93
Moyo,Спортивні товари,Товар 48 (Спортивні товари),7734.49
Moyo,Спортивні товари,Товар 49 (Спортивні товари),14939.48
Moyo,Спортивні товари,Товар 50 (Спортивні товари),10056.19
Moyo,Спортивні товари,Товар 51 (Спортивні товари),3367.21
Moyo,Спортивні товари,Товар 52 (Спортивні товари),2307.63
Moyo,Спортивні товари,Товар 53 (Спортивні товари),12931.84
Moyo,Спортивні товари,Товар 54 (Спортивні товари),5413.56
Moyo,Спортивні товари,Товар 55 (Спортивні товари),7103.73
Moyo,Спортивні товари,Товар 56 (Спортивні товари),12896.37
Moyo,Спортивні товари,Товар 57 (Спортивні товари),9419.58
Moyo,Спортивні товари,Товар 58 (Спортивні товари),7177.37
Moyo,Спортивні товари,Товар 59 (Спортивні товари),4399.23
Moyo,Спортивні товари,Товар 60 (Спортивні товари),4892.0
Moyo,Спортивні товари,Товар 61 (Спортивні товари),6501.86
Moyo,Спортивні товари,Товар 62 (Спортивні товари),11087.28
Moyo,Спортивні товари,Товар 63 (Спортивні товари),9646.24
Moyo,Спортивні товари,Товар 64 (Спортивні товари),13124.46
Moyo,Спортивні товари,Товар 65 (Спортивні товари),2171.96
Moyo,Спортивні товари,Товар 66 (Спортивні товари),3692.54
Moyo,Спортивні товари,Товар 67 (Спортивні товари),3313.35
Moyo,Спортивні товари,Товар 68 (Спортивні товари),3174.52
Moyo,Спортивні товари,Товар 69 (Спортивні товари),11800.91
Moyo,Спортивні товари,Товар 70 (Спортивні товари),2574.99
Moyo,Спортивні товари,Товар 71 (Спортивні товари),6797.72
Moyo,Спортивні товари,Товар 72 (Спортивні товари),15031.1
Moyo,Спортивні товари,Товар 73 (Спортивні товари),7911.95
Moyo,Спортивні товари,Товар 74 (Спортивні товари),3257.15
Moyo,Спортивні товари,Товар 75 (Спортивні товари),14933.69
Moyo,Спортивні товари,Товар 76 (Спортивні товари),15325.14
Moyo,Спортивні товари,Товар 77 (Спортивні товари),2451.9
Moyo,Спортивні товари,Товар 78 (Спортивні товари),7802.23
Moyo,Спортивні товари,Товар 79 (Спортивні товари),15000.04
Moyo,Спортивні товари,Товар 80 (Спортивні товари),1549.49
Moyo,Спортивні товари,Товар 81 (Спортивні товари),14961.99
Moyo,Спортивні товари,Товар 82 (Спортивні товари),7003.7
Moyo,Спортивні товари,Товар 83 (Спортивні товари),3952.98
Moyo,Спортивні товари,Товар 84 (Спортивні товари),7727.21
Moyo,Спортивні товари,Товар 85 (Спортивні товари),4774.93
Moyo,Спортивні товари,Товар 86 (Спортивні товари),14823.18
Moyo,Спортивні товари,Товар 87 (Спортивні товари),6202.33
Moyo,Спортивні товари,Товар 88 (Спортивні товари),12120.08
Moyo,Спортивні товари,Товар 89 (Спортивні товари),7357.6
Moyo,Спортивні товари,Товар 90 (Спортивні товари),15284.82
Moyo,Спортивні товари,Товар 91 (Спортивні товари),11045.54
Moyo,Спортивні товари,Товар 92 (Спортивні товари),6913.71
Moyo,Сувенірна продукція,Товар 1 (Сувенірна продукція),177.89
Moyo,Сувенірна продукція,Товар 2 (Сувенірна продукція),1866.79
Moyo,Сувенірна продукція,Товар 3 (Сувенірна продукція),2098.25
Moyo,Сувенірна продукція,Товар 4 (Сувенірна продукція),316.88
Moyo,Сувенірна продукція,Товар 5 (Сувенірна продукція),859.72
Moyo,Сувенірна продукція,Товар 6 (Сувенірна продукція),199.56
Moyo,Сувенірна продукція,Товар 7 (Сувенірна продукція),3116.45
Moyo,Сувенірна продукція,Товар 8 (Сувенірна продукція),1271.64
Moyo,Сувенірна продукція,Товар 9 (Сувенірна продукція),1768.87
Moyo,Сувенірна продукція,Товар 10 (Сувенірна продукція),2485.58
Moyo,Сувенірна продукція,Товар 11 (Сувенірна продукція),1206.65
Moyo,Сувенірна продукція,Товар 12 (Сувенірна продукція),3073.69
Moyo,Сувенірна продукція,Товар 13 (Сувенірна продукція),347.46
Moyo,Сувенірна продукція,Товар 14 (Сувенірна продукція),772.68
Moyo,Сувенірна продукція,Товар 15 (Сувенірна продукція),335.57
Moyo,Сувенірна продукція,Товар 16 (Сувенірна продукція),2982.76
Moyo,Сувенірна продукція,Товар 17 (Сувенірна продукція),1115.73
Moyo,Сувенірна продукція,Товар 18 (Сувенірна продукція),2770.37
Moyo,Сувенірна продукція,Товар 19 (Сувенірна продукція),547.37
Moyo,Сувенірна продукція,Товар 20 (Сувенірна продукція),1028.84
Moyo,Сувенірна продукція,Товар 21 (Сувенірна продукція),197.38
Moyo,Сувенірна продукція,Товар 22 (Сувенірна продукція),230.61
Moyo,Сувенірна продукція,Товар 23 (Сувенірна продукція),1092.53
Moyo,Сувенірна продукція,Товар 24 (Сувенірна продукція),934.56
Moyo,Сувенірна продукція,Товар 25 (Сувенірна продукція),1336.26
Moyo,Сувенірна продукція,Товар 26 (Сувенірна продукція),2549.48
Moyo,Сувенірна продукція,Товар 27 (Сувенірна продукція),1253.16
Moyo,Сувенірна продукція,Товар 28 (Сувенірна продукція),3103.41
Moyo,Сувенірна продукція,Товар 29 (Сувенірна продукція),2187.13
Moyo,Сувенірна продукція,Товар 30 (Сувенірна продукція),2125.19
Moyo,Сувенірна продукція,Товар 31 (Сувенірна продукція),626.67
Moyo,Сувенірна продукція,Товар 32 (Сувенірна продукція),1359.92
Moyo,Сувенірна продукція,Товар 33 (Сувенірна продукція),830.86
Moyo,Сувенірна продукція,Товар 34 (Сувенірна продукція),3159.62
Moyo,Сувенірна продукція,Товар 35 (Сувенірна продукція),2272.45
Moyo,Сувенірна продукція,Товар 36 (Сувенірна продукція),1881.37
Moyo,Сувенірна продукція,Товар 37 (Сувенірна продукція),372.12
Moyo,Сувенірна продукція,Товар 38 (Сувенірна продукція),1334.06
Moyo,Сувенірна продукція,Товар 39 (Сувенірна продукція),2924.83
Moyo,Сувенірна продукція,Товар 40 (Сувенірна продукція),1431.13
Moyo,Сувенірна продукція,Товар 41 (Сувенірна продукція),391.24
Moyo,Сувенірна продукція,Товар 42 (Сувенірна продукція),3172.98
Moyo,Сувенірна продукція,Товар 43 (Сувенірна продукція),3142.56
Moyo,Сувенірна продукція,Товар 44 (Сувенірна продукція),1561.59
Moyo,Сувенірна продукція,Товар 45 (Сувенірна продукція),131.48
Moyo,Сувенірна продукція,Товар 46 (Сувенірна продукція),2867.62
Moyo,Сувенірна продукція,Товар 47 (Сувенірна продукція),1415.53
Moyo,Сувенірна продукція,Товар 48 (Сувенірна продукція),2147.32
Moyo,Сувенірна продукція,Товар 49 (Сувенірна продукція),139.34
Moyo,Сувенірна продукція,Товар 50 (Сувенірна продукція),1481.85
Moyo,Сувенірна продукція,Товар 51 (Сувенірна продукція),797.14
Moyo,Сувенірна продукція,Товар 52 (Сувенірна продукція),2125.37
Moyo,Сувенірна продукція,Товар 53 (Сувенірна продукція),1036.53
Moyo,Сувенірна продукція,Товар 54 (Сувенірна продукція),3188.0
Moyo,Сувенірна продукція,Товар 55 (Сувенірна продукція),2277.16
Moyo,Сувенірна продукція,Товар 56 (Сувенірна продукція),509.93
Moyo,Сувенірна продукція,Товар 57 (Сувенірна продукція),651.18
Moyo,Сувенірна продукція,Товар 58 (Сувенірна продукція),1307.58
Moyo,Сувенірна продукція,Товар 59 (Сувенірна продукція),3279.18
Moyo,Сувенірна продукція,Товар 60 (Сувенірна продукція),3285.49
Moyo,Сувенірна продукція,Товар 61 (Сувенірна продукція),3289.11
Moyo,Сувенірна продукція,Товар 62 (Сувенірна продукція),357.24
Moyo,Сувенірна продукція,Товар 63 (Сувенірна продукція),637.8
Moyo,Сувенірна продукція,Товар 64 (Сувенірна продукція),2810.43
Moyo,Сувенірна продукція,Товар 65 (Сувенірна продукція),2300.84
Moyo,Сувенірна продукція,Товар 66 (Сувенірна продукція),2538.18
Moyo,Сувенірна продукція,Товар 67 (Сувенірна продукція),412.0
Moyo,Сувенірна продукція,Товар 68 (Сувенірна продукція),2754.46
Moyo,Сувенірна продукція,Товар 69 (Сувенірна продукція),1436.53
Moyo,Сувенірна продукція,Товар 70 (Сувенірна продукція),1314.29
Moyo,Сувенірна продукція,Товар 71 (Сувенірна продукція),3215.17
Moyo,Сувенірна продукція,Товар 72 (Сувенірна продукція),490.07
Moyo,Сувенірна продукція,Товар 73 (Сувенірна продукція),2903.08
Moyo,Сувенірна продукція,Товар 74 (Сувенірна продукція),2431.39
Moyo,Сувенірна продукція,Товар 75 (Сувенірна продукція),2435.15
Moyo,Сувенірна продукція,Товар 76 (Сувенірна продукція),1672.82
Moyo,Сувенірна продукція,Товар 77 (Сувенірна продукція),940.66
Moyo,Сувенірна продукція,Товар 78 (Сувенірна продукція),2654.25
Moyo,Сувенірна продукція,Товар 79 (Сувенірна продукція),3187.25
Moyo,Сувенірна продукція,Товар 80 (Сувенірна продукція),781.62
F.ua,Побутова техніка,Товар 1 (Побутова техніка),22576.13
F.ua,Побутова техніка,Товар 2 (Побутова техніка),8943.89
F.ua,Побутова техніка,Товар 3 (Побутова техніка),3604.3
F.ua,Побутова техніка,Товар 4 (Побутова техніка),2806.11
F.ua,Побутова техніка,Товар 5 (Побутова техніка),8075.85
F.ua,Побутова техніка,Товар 6 (Побутова техніка),26021.33
F.ua,Побутова техніка,Товар 7 (Побутова техніка),13779.48
F.ua,Побутова техніка,Товар 8 (Побутова техніка),28010.97
F.ua,Побутова техніка,Товар 9 (Побутова техніка),5603.42
F.ua,Побутова техніка,Товар 10 (Побутова техніка),12562.92
F.ua,Побутова техніка,Товар 11 (Побутова техніка),9289.83
F.ua,Побутова техніка,Товар 12 (Побутова техніка),33153.35
F.ua,Побутова техніка,Товар 13 (Побутова техніка),9814.25
F.ua,Побутова техніка,Товар 14 (Побутова техніка),7357.22
F.ua,Побутова техніка,Товар 15 (Побутова техніка),17276.64
F.ua,Побутова техніка,Товар 16 (Побутова техніка),10762.51
F.ua,Побутова техніка,Товар 17 (Побутова техніка),14216.18
F.ua,Побутова техніка,Товар 18 (Побутова техніка),20066.07
F.ua,Побутова техніка,Товар 19 (Побутова техніка),21481.3
F.ua,Побутова техніка,Товар 20 (Побутова техніка),27509.99
F.ua,Побутова техніка,Товар 21 (Побутова техніка),25596.73
F.ua,Побутова техніка,Товар 22 (Побутова техніка),22143.87
F.ua,Побутова техніка,Товар 23 (Побутова техніка),4011.6
F.ua,Побутова техніка,Товар 24 (Побутова техніка),21732.49
F.ua,Побутова техніка,Товар 25 (Побутова техніка),29447.74
F.ua,Побутова техніка,Товар 26 (Побутова техніка),25240.15
F.ua,Побутова техніка,Товар 27 (Побутова техніка),6436.44
F.ua,Побутова техніка,Товар 28 (Побутова техніка),18288.07
F.ua,Побутова техніка,Товар 29 (Побутова техніка),12390.91
F.ua,Побутова техніка,Товар 30 (Побутова техніка),24838.51
F.ua,Побутова техніка,Товар 31 (Побутова техніка),33245.01
F.ua,Побутова техніка,Товар 32 (Побутова техніка),28292.79
F.ua,Побутова техніка,Товар 33 (Побутова техніка),32683.64
F.ua,Побутова техніка,Товар 34 (Побутова техніка),19155.62
F.ua,Побутова техніка,Товар 35 (Побутова техніка),34689.71
F.ua,Побутова техніка,Товар 36 (Побутова техніка),12969.08
F.ua,Побутова техніка,Товар 37 (Побутова техніка),15501.21
F.ua,Побутова техніка,Товар 38 (Побутова техніка),2655.31
F.ua,Побутова техніка,Товар 39 (Побутова техніка),29990.74
F.ua,Побутова техніка,Товар 40 (Побутова техніка),23347.35
F.ua,Побутова техніка,Товар 41 (Побутова техніка),19818.23
F.ua,Побутова техніка,Товар 42 (Побутова техніка),4655.48
F.ua,Побутова техніка,Товар 43 (Побутова техніка),13283.28
F.ua,Побутова техніка,Товар 44 (Побутова техніка),19022.03
F.ua,Побутова техніка,Товар 45 (Побутова техніка),29641.66
F.ua,Побутова техніка,Товар 46 (Побутова техніка),12640.7
F.ua,Побутова техніка,Товар 47 (Побутова техніка),6912.13
F.ua,Побутова техніка,Товар 48 (Побутова техніка),8743.76
F.ua,Побутова техніка,Товар 49 (Побутова техніка),32163.94
F.ua,Побутова техніка,Товар 50 (Побутова техніка),13322.67
F.ua,Побутова техніка,Товар 51 (Побутова техніка),18275.94
F.ua,Побутова техніка,Товар 52 (Побутова техніка),7174.93
F.ua,Побутова техніка,Товар 53 (Побутова техніка),5542.92
F.ua,Побутова техніка,Товар 54 (Побутова техніка),21380.19
F.ua,Побутова техніка,Товар 55 (Побутова техніка),23760.95
F.ua,Побутова техніка,Товар 56 (Побутова техніка),31413.38
F.ua,Побутова техніка,Товар 57 (Побутова техніка),16067.38
F.ua,Побутова техніка,Товар 58 (Побутова техніка),17972.83
F.ua,Побутова техніка,Товар 59 (Побутова техніка),9491.98
F.ua,Побутова техніка,Товар 60 (Побутова техніка),27052.22
F.ua,Побутова техніка,Товар 61 (Побутова техніка),23200.14
F.ua,Побутова техніка,Товар 62 (Побутова техніка),14029.99
F.ua,Побутова техніка,Товар 63 (Побутова техніка),4800.35
F.ua,Побутова техніка,Товар 64 (Побутова техніка),5820.03
F.ua,Побутова техніка,Товар 65 (Побутова техніка),9303.69
F.ua,Побутова техніка,Товар 66 (Побутова техніка),4733.16
F.ua,Побутова техніка,Товар 67 (Побутова техніка),7238.56
F.ua,Побутова техніка,Товар 68 (Побутова техніка),31978.18
F.ua,Побутова техніка,Товар 69 (Побутова техніка),34680.04
F.ua,Побутова техніка,Товар 70 (Побутова техніка),25122.32
F.ua,Побутова техніка,Товар 71 (Побутова техніка),31450.34
F.ua,Побутова техніка,Товар 72 (Побутова техніка),11679.14
F.ua,Побутова техніка,Товар 73 (Побутова техніка),3671.15
F.ua,Побутова техніка,Товар 74 (Побутова техніка),13398.13
F.ua,Побутова техніка,Товар 75 (Побутова техніка),15947.55
F.ua,Побутова техніка,Товар 76 (Побутова техніка),21173.19
F.ua,Побутова техніка,Товар 77 (Побутова техніка),2596.62
F.ua,Побутова техніка,Товар 78 (Побутова техніка),18526.17
F.ua,Побутова техніка,Товар 79 (Побутова техніка),18130.78
F.ua,Побутова техніка,Товар 80 (Побутова техніка),23681.63
F.ua,Побутова техніка,Товар 81 (Побутова техніка),20657.23
F.ua,Побутова техніка,Товар 82 (Побутова техніка),11777.7
F.ua,Побутова техніка,Товар 83 (Побутова техніка),2089.78
F.ua,Побутова техніка,Товар 84 (Побутова техніка),21753.22
F.ua,Побутова техніка,Товар 85 (Побутова техніка),30581.86
F.ua,Побутова техніка,Товар 86 (Побутова техніка),26086.46
F.ua,Побутова техніка,Товар 87 (Побутова техніка),19217.24
F.ua,Побутова техніка,Товар 88 (Побутова техніка),30647.34
F.ua,Побутова техніка,Товар 89 (Побутова техніка),25189.32
F.ua,Побутова техніка,Товар 90 (Побутова техніка),29409.17
F.ua,Побутова техніка,Товар 91 (Побутова техніка),17529.91
F.ua,Побутова техніка,Товар 92 (Побутова техніка),32709.96
F.ua,Побутова техніка,Товар 93 (Побутова техніка),25198.84
F.ua,Побутова техніка,Товар 94 (Побутова техніка),32915.79
F.ua,Побутова техніка,Товар 95 (Побутова техніка),30366.25
F.ua,Побутова техніка,Товар 96 (Побутова техніка),28887.86
F.ua,Спортивні товари,Товар 1 (Спортивні товари),8192.2
F.ua,Спортивні товари,Товар 2 (Спортивні товари),11107.63
F.ua,Спортивні товари,Товар 3 (Спортивні товари),4857.89
F.ua,Спортивні товари,Товар 4 (Спортивні товари),8090.87
F.ua,Спортивні товари,Товар 5 (Спортивні товари),3719.32
F.ua,Спортивні товари,Товар 6 (Спортивні товари),10132.05
F.ua,Спортивні товари,Товар 7 (Спортивні товари),13452.64
F.ua,Спортивні товари,Товар 8 (Спортивні товари),6890.26
F.ua,Спортивні товари,Товар 9 (Спортивні товари),13243.33
F.ua,Спортивні товари,Товар 10 (Спортивні товари),3156.47
F.ua,Спортивні товари,Товар 11 (Спортивні товари),13132.71
F.ua,Спортивні товари,Товар 12 (Спортивні товари),8873.15
F.ua,Спортивні товари,Товар 13 (Спортивні товари),5421.58
F.ua,Спортивні товари,Товар 14 (Спортивні товари),14761.65
F.ua,Спортивні товари,Товар 15 (Спортивні товари),11826.68
F.ua,Спортивні товари,Товар 16 (Спортивні товари),2142.78
F.ua,Спортивні товари,Товар 17 (Спортивні товари),5160.78
F.ua,Спортивні товари,Товар 18 (Спортивні товари),3675.31
F.ua,Спортивні товари,Товар 19 (Спортивні товари),11138.51
F.ua,Спортивні товари,Товар 20 (Спортивні товари),11062.13
F.ua,Спортивні товари,Товар 21 (Спортивні товари),14186.21
F.ua,Спортивні товари,Товар 22 (Спортивні товари),7035.81
F.ua,Спортивні товари,Товар 23 (Спортивні товари),10660.23
F.ua,Спортивні товари,Товар 24 (Спортивні товари),12154.09
F.ua,Спортивні товари,Товар 25 (Спортивні товари),1884.27
F.ua,Спортивні товари,Товар 26 (Спортивні товари),12684.6
F.ua,Спортивні товари,Товар 27 (Спортивні товари),9083.22
F.ua,Спортивні товари,Товар 28 (Спортивні товари),7308.44
F.ua,Спортивні товари,Товар 29 (Спортивні товари),9698.68
F.ua,Спортивні товари,Товар 30 (Спортивні товари),6427.13
F.ua,Спортивні товари,Товар 31 (Спортивні товари),11421.82
F.ua,Спортивні товари,Товар 32 (Спортивні товари),11278.82
F.ua,Спортивні товари,Товар 33 (Спортивні товари),5440.95
F.ua,Спортивні товари,Товар 34 (Спортивні товари),1951.56
F.ua,Спортивні товари,Товар 35 (Спортивні товари),13352.01
F.ua,Спортивні товари,Товар 36 (Спортивні товари),8939.58
F.ua,Спортивні товари,Товар 37 (Спортивні товари),7082.8
F.ua,Спортивні товари,Товар 38 (Спортивні товари),6982.48
F.ua,Спортивні товари,Товар 39 (Спортивні товари),12336.68
F.ua,Спортивні товари,Товар 40 (Спортивні товари),11803.29
F.ua,Спортивні товари,Товар 41 (Спортивні товари),8062.08
F.ua,Спортивні товари,Товар 42 (Спортивні товари),8252.88
F.ua,Спортивні товари,Товар 43 (Спортивні товари),8557.49
F.ua,Спортивні товари,Товар 44 (Спортивні товари),9061.62
F.ua,Спортивні товари,Товар 45 (Спортивні товари),8103.59
F.ua,Спортивні товари,Товар 46 (Спортивні товари),3335.25
F.ua,Спортивні товари,Товар 47 (Спортивні товари),12897.82
F.ua,Спортивні товари,Товар 48 (Спортивні товари),2950.07
F.ua,Спортивні товари,Товар 49 (Спортивні товари),6221.71
F.ua,Спортивні товари,Товар 50 (Спортивні товари),6320.32
F.ua,Спортивні товари,Товар 51 (Спортивні товари),13914.63
F.ua,Спортивні товари,Товар 52 (Спортивні товари),7864.76
F.ua,Спортивні товари,Товар 53 (Спортивні товари),4022.13
F.ua,Спортивні товари,Товар 54 (Спортивні товари),13888.09
F.ua,Спортивні товари,Товар 55 (Спортивні товари),5526.75
